1745,573,1886,473
2167,2373,2543,2198
2722,1484,2666,1363
2189,613,2251,676
2173,1941,2383,1883
1074,1749,907,1527
2530,80,2328,428
1519,2934,1345,3330
2689,795,2693,786
1671,1843,1658,1808
1345,16,1624,-183
340,2555,84,2261
1111,2695,1214,3012
251,1125,147,983
2526,2885,2517,2871
1780,1392,1868,1610
3828,75,3914,276
1343,2212,1182,1948
304,2666,465,2593
2319,311,2632,88
442,882,162,1318
2799,2070,2517,2474
952,327,875,244
3538,2451,3290,2728
1368,1724,1487,1650
684,1188,783,1118
150,1209,163,1232
1338,2842,1264,2585
1239,1175,1377,1320
3794,1164,3590,1442
3393,937,3441,1013
1056,433,1445,163
2377,2828,2265,2598
3822,1134,3756,1202
2478,1586,2656,1535
2413,1513,2353,1369
1529,1119,1757,951
424,462,346,331
1404,1022,1606,1416
577,2384,455,2158
2977,2164,3047,2328
980,506,744,891
1369,2715,1571,2622
2582,1950,2472,1704
275,2239,0,2679
1179,352,985,661
1793,1010,1966,1547
1087,2357,1095,2350
2850,2210,2577,2524
106,1634,227,1566
3621,880,4211,715
3157,416,2933,686
894,1751,814,1832
315,716,690,516
2529,670,2412,540
808,2246,1173,2021
901,1662,1128,1478
3667,1024,3503,726
860,1949,1162,1693
983,2730,1280,2596
2437,694,2245,896
2567,1657,2337,1240
3951,1702,4051,1652
3697,1461,3580,1674
3345,2578,3378,2531
511,125,547,258
1187,1235,1195,1248
2134,1456,1828,1110
282,2679,206,2936
1381,319,1576,252
775,2780,762,2767
3217,634,3477,483
2716,1014,2485,1364
412,1633,333,1489
2103,1549,2170,1522
896,179,1102,77
3647,2493,3622,2524
2992,464,2838,752
3479,1849,3687,1736
3792,2363,3534,1933
788,1680,1102,1560
338,2887,170,3152
3535,2842,3797,3163
719,747,815,995
1194,635,1444,926
3292,1006,3312,1027
3756,2534,3690,2635
2393,2117,2633,2391
770,1914,593,2520
3514,2009,3668,2193
1598,127,1754,443
2641,795,2812,1154
257,1479,-94,850
1550,329,1668,221
1071,1740,1060,1748
3071,1837,2736,1416
3556,1175,3640,1103
786,896,675,1092
2327,955,2512,1230
1519,1730,1684,2055
932,381,831,87
3562,2147,3787,2676
250,1379,73,991
72,2783,-21,2999
2474,2082,2650,2308
1615,260,1617,263
816,561,981,1026
523,2027,612,2176
3728,501,4071,392
3669,1382,3469,1794
1227,412,1157,522
2666,2098,2729,2231
2491,81,2359,-55
3105,1200,3263,1084
2167,375,2298,605
2457,1721,2313,1483
668,9,652,-41
3376,175,3152,499
3028,2368,2979,2518
3752,2813,4133,2606
1462,2270,1273,1983
71,1303,73,1313
1596,2852,1989,2664
